month,avg_price,min_price,max_price,days_with_data
2024-01-01,61.50390625,61.50390625,61.50390625,1
2024-02-01,72.52321815490723,63.00334167480469,79.0822982788086,20
2024-03-01,89.4127758026123,82.24810791015625,94.97078704833984,20
2024-04-01,85.67575524070047,76.17496490478516,90.58623504638672,22
2024-05-01,96.18857331709428,83.01371765136719,114.78727722167969,22
2024-06-01,124.55530708714535,114.96221923828125,135.54660034179688,19
2024-07-01,121.8826886957342,103.7044448852539,134.87677001953125,22
2024-08-01,117.09296105124734,98.88563537597656,129.96795654296875,22
2024-09-01,115.03326034545898,102.8046646118164,124.02005004882812,20
2024-10-01,134.30404596743375,116.9811782836914,143.6868896484375,23
2024-11-01,142.48907165527345,135.31822204589844,148.85606384277344,20
2024-12-01,137.20503452845983,128.8981475830078,145.1166534423828,21
2025-01-01,136.53375846461245,118.40910339355469,149.41624450683594,19
